DALMIA VIDYA MANDIR CHIRAWA,,,,,,,,,,,,,,,,,,,,,,
CURRICULUM TEACHING PLANNING -2025-26,,,,,,,,,,,,,,,,,,,,,,
SPLIT UP OF YEARLY SYLLABUS CLASS IX ACADEMIC YEAR -2025-26,,,,,,,,,,,,,,,,,,,,,,
SUBJECT →,,ENGLISH,,,MATHEMATICS,,,HINDI,,,SCIENCE,,,SOCIAL SCIENCE,,,SANSKRIT,,,AI,,
,3,The Beggar,EXPLANATION AND DISCUSSION ,"To Inculcate Empathy,
Character building -
· To analyze the different
situations
· Sensible behaviour
· Care
· Developing confidence
· Sense of concern",ch-7 Triangle ,Practice and discussion ,able to solve sums related to topic.,कृतिका - रीढ़ की हड्डी ,लेखक परिचय और पाठ परिचय करवाना। समाज में फैली दहेज जैसी समस्या को समझाना।,विद्यार्थी दहेज जैसी समस्या को समझेंगे और समाज को इससे जागरूक करेंगे।,TISSUE,SUBJECT ENRICHMENT ACTIVITIES,"Understand tissues,",REVISION,REVISION,,"v}Zokf""kZdhijh{kk",,,Math for AI - Probability,Probability Games,Understand event probabilities
,4,Revision for annual examination ,,,ch -8 Quadrilaterals ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - संवाद लेखन और लघुकथा लेखन।,संवाद लेखन और लघुकथा लेखन करना समझाना और उदाहरण करवाना।,विद्यार्थी संवाद लेखन और लघुकथा लेखन कर सकेंगे।,ATOMS AND MOLECULES,SUBJECT ENRICHMENT ACTIVITIES,"Understand tissues,",REVISION,REVISION,,,,,Applications of Math,Math and AI Link,Use math in AI
,5,Revision for annual examination ,,,ch -8 Quadrilaterals ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - ई मेल लेखन और सूचना लेखन।,ई मेल लेखन और सूचना लेखन के आवश्यक बातों को समझाना तथा उदाहरण करवाना।,विद्यार्थी ई मेल लेखन और सूचना लेखन कर सकेंगे।,ATOMS AND MOLECULES,EXPLANATION AND DISCUSSION,"Understand tissues,",REVISION,REVISION,,,,,Revision/Activities,Quiz and Recap,Recall and apply concepts
"NOVEMBER 2025 
(24 DAYS)",1,Revision for annual examination ,,,Ch- 9 Circles ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - अपठित गद्यांश और पद्यांश।,अपठित गद्यांश और पद्यांश का अभ्यास करवाना।,विद्यार्थी अपठित गद्यांश और पद्यांश के उत्तर दे सकेंगे।,ATOMS AND MOLECULES,EXPLANATION AND DISCUSSION,"Understand tissues,",,,,"ikfBr&ikBkuka ijh{k.ke~ a¼vUrss fnols laLd`rs lEHkk""k.ke~½ xhrksins'k%",d{kkijh{k.ka p,,Generative AI - Basics,Guess the Real Image,Define Gen AI
,2,Revision for annual examination ,,,Ch- 9 Circles ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,GRAVITATIONAL,PRACTICE NUMERICALS OF RELATED TOPICS,Get to know about gravity  and its applications in our day to day life,Electoral politics,ELECTION OF CLASS MONITOR/CHART MAKING,"The students will be able to understand about election process of MP snd MLA, and President also","vkn'kZiz'ui=&ijh{k.ka pa¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Types & Examples,GAN Examples,Classify types
,3,Revision for annual examination ,,,Ch- 10 Heron's formula ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,GRAVITATIONAL,PRACTICE NUMERICALS OF RELATED TOPICS,Get to know about gravity  and its applications in our day to day life,Electoral politics,ELECTION OF CLASS MONITOR/CHART MAKING,"The students will be able to understand about election process of MP snd MLA, and President also","opufyaxn`’V~;k la”kks/kue~ ¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Tools & Activities,Using Gen AI Tools,Use tools to create
,4,Revision for annual examination ,,,Ch-11 Surface area and volume ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,STRUCTURE OF THE ATOM,SUBJECT ENRICHMENT ACTIVITIES,Get knowledge related to the topics ,Poverty as a challenge,GRAPH ANALYSIS/GROUP DISCUSSION,"The students will be able to understand about poverty in India, challenge of poverty and what are the programs launched by government of India ",x|kaa'kk%¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%,d{kkijh{k.ka p,,Ethics in Gen AI,Debate on Ethics,Recognize ethical issues
,5,Revision for annual examination ,,,Ch-11 Surface area and volume ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,STRUCTURE OF THE ATOM,SUBJECT ENRICHMENT ACTIVITIES,Get knowledge related to the topics ,Poverty as a challenge,GRAPH ANALYSIS/GROUP DISCUSSION,"The students will be able to understand about poverty in India, challenge of poverty and what are the programs launched by government of India ",iqujkof`Rr% ijh{k.ka p ¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%,ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision/Assessment,Quiz and Case Study,Assess understanding
"DECEMBER 2025
(21 DAYS)",1,Revision for annual examination ,,,ch -12 Statistics ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,WORK AND ENERGY,NUMERICALS AND DEFINATIONS RELATED TO THE CONCEPT DISCUSSED,"Study work, energy, and power along with their applications",Working of institutions,MOCK PARLIAMENT/CLASSIFICATION GAME,"The students will be able to understand about working of the institution means legislative, excutive and judiciary ","vU;fnolss""kq ijh{kk;k% lTtkdj.ke~ ¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Python - Basics,Print & Variables,Write basic Python
,2,Revision for annual examination ,,,ch -12 Statistics ,Practice and discussion ,able to solve sums related to topic.,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,WORK AND ENERGY,NUMERICALS AND DEFINATIONS RELATED TO THE CONCEPT DISCUSSED,"Study work, energy, and power along with their applications",Working of institutions,MOCK PARLIAMENT/CLASSIFICATION GAME,"The students will be able to understand about working of the institution means legislative, excutive and judiciary ","iqujkof`Rr% ijh{k.ka p¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,Python - Input/Output,Using input() and print(),Take user input
,3,,,,PT-2 Examination ,PT-2 Examination ,PT-2 Examination ,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,,"ikfBr&ikBkuka ijh{k.ke~ ¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Python - Conditions,If-Else Programs,Control flow with conditions
,4,,,,PT-2 Examination ,PT-2 Examination ,PT-2 Examination ,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,,"vU;fnolss""kq ijh{kk;k% lTtkdj.ke~¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Python - Loops,Loops Exercises,Repeat tasks with loops
,5,,,,PT-2 Examination ,PT-2 Examination ,PT-2 Examination ,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति ,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,,"iqujkof`Rr% ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",d{kkijh{k.ka p,,Python - Lists,List Operations,Manipulate lists
"JANUARY 2026
 (14 DAYS)",1,,,,Revision for annual examination ,Revision for annual examination ,Revision for annual examination ,,,,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,WINTER EXAMIATION,,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Project Work,Project Setup,Plan AI project
,2,,,,,,,,,,SOUND,,Learn the behavior of sound and its characteristics.,Food security in India,PROJECT WORK/DEBATE/DIARY ENTRY/DATA ANALYSIS,The students will be able to understand about  food security for vulnerable groups ,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",d{kkijh{k.ka p,,Project Work,Data Collection,Gather and analyze data
,3,,,,,,,,,,SOUND,,Learn the behavior of sound and its characteristics.,Food security in India,PROJECT WORK/DEBATE/DIARY ENTRY/DATA ANALYSIS,The students will be able to understand about  food security for vulnerable groups ,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision,Python Practice,Refine Python skills
,4,,,,,,,,,,IMPROVEMENT IN FOOD RESOURCES,,Get knowledge related to the topics ,Population,GRAPH ANALYSIS/GROUP DISCUSSION/MAP ACTIVITY,The students will be able to understand about  population of India and compare to world population ,"iqujkof`Rr% izh- oksZMZ-&izFkeijh{kk;k% lTtk ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision,Python Practice,Refine Python skills
,5,,,,,,,,,,IMPROVEMENT IN FOOD RESOURCES,,Get knowledge related to the topics ,Population,GRAPH ANALYSIS/GROUP DISCUSSION/MAP ACTIVITY,The students will be able to understand about  population of India and compare to world population ,,d{kkijh{k.ka p,,Revision,Python Practice,Refine Python skills
"FEBRUARY 2026
 (24 DAYS)",1,,,,Revision for annual examination ,Revision for annual examination ,Revision for annual examination ,,,,REVISION FOR ANNUAL EXAMINATION,"EVALUTION THROUGH ORAL,WRITTEN TEST",FOR ACHIEVING HIGH GRADES,Democratic Rights,FLOW CHART/DEBATE/FILE WORK,"The students will be able to understand about  democratic rights like right to equality, freedom, freedom of religion right against exploitation etc","la[;k% ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision,Python Practice,Refine Python skills
,2,,,,Revision for annual examination ,Revision for annual examination ,Revision for annual examination ,,,,REVISION FOR ANNUAL EXAMINATION,"EVALUTION THROUGH ORAL,WRITTEN TEST",FOR ACHIEVING HIGH GRADES,Democratic Rights,FLOW CHART/DEBATE/FILE WORK,"The students will be able to understand about  democratic rights like right to equality, freedom, freedom of religion right against exploitation etc","d{kk&ijh{k.ka p ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,Revision,Python Practice,Refine Python skills
,3,,,,Annual exam ,Annual exam ,Annual exam ,,,,REVISION FOR ANNUAL EXAMINATION,"EVALUTION THROUGH ORAL,WRITTEN TEST",FOR ACHIEVING HIGH GRADES,REVISION FOR ANNUAL EXAMINATION,"EVALUTION THROUGH ORAL,WRITTEN TEST",,vH;kliz'u&i=e~ ¼vUrss fnols laLd`rs ikfBrkuka foUnwuka ijh{k.ke~½xhrksins'k%,ikfBr&ikBkuka ijh{k.ke~,,Revision,Python Practice,Refine Python skills
,4,,,,Annual exam ,Annual exam ,Annual exam ,,,,,,,,,,ikfBr&ikBkuka ijh{k.ke~ ¼vUrss fnols laLd`rs ikfBrkuka foUnwuka ijh{k.ke~½xhrksins'k%,ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision,Python Practice,Refine Python skills
"MARCH 2026
 (23 DAYS)",1,,,,Annual exam ,Annual exam ,Annual exam ,,,,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,,iqujkof`Rr% ijh{k.ka pxhrksins'k%,d{kkijh{k.ka p,,Revision,Python Practice,Refine Python skills
,2,,,,Annual exam ,Annual exam ,Annual exam ,,,,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,,iqujkof`Rr% ijh{k.ka pxhrksins'k%,,,Revision,Python Practice,Refine Python skills
,3,,,,Annual exam ,Annual exam ,Annual exam ,,,,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,ANNUAL EXAMINATION,,"okf""kZdh ijh{kk",,,Revision,Python Practice,Refine Python skills
,4,,,,,,,,,,,,,,,,"okf""kZdh ijh{kk",,,Revision,Python Practice,Refine Python skills
,5,,,,,,,,,,,,,,,,,,,,,
