DALMIA VIDYA MANDIR CHIRAWA,,,,,,,,,,,,,,,,,,,,,,,
CURRICULUM TEACHING PLANNING -2025-26,,,,,,,,,,,,,,,,,,,,,,,
SPLIT UP OF YEARLY SYLLABUS CLASS X ACADEMIC YEAR -2025-26,,,,,,,,,,,,,,,,,,,,,,,
,2,TALE OF CUSTARD DRAGON,,"Understand the narrative structure of a comic poem—introduction, rising action, climax, and resolution.

Identify the main characters (Belinda, Custard the dragon, the pirate, the whale) and their traits.

Analyze the use of irony and humor, especially how Custard’s perceived cowardice contrasts with his brave act.",,,,गद्य खण्ड - नौबतखाने में इबादत।,पाठ परिचय करवाना तथा भावार्थ समझाना और प्रश्नोत्तर करवाना।,"विद्यार्थी पाठ परिचय, भावार्थ और प्रश्नोत्तर बता सकेंगे।",carbon and its compounds,explanation and discussion,Students will be able to know about carbon compounds used in daily life ,Outcomes of Democracy,FLOW CHART,"Enumerates how the success of democracy depends on quality of government, economic well- being, inequality, social differences, conflict, freedom and dignity.",vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½xhrksins'k%,vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½,vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½,Natural Language Processing: Intro,"Session: Introduction to NLP; Activity: Use Google Translate, Practical in Lab",Understand the concept of NLP and its importance.,
,3,FOR ANNE GREGORY,EXPLANATION AND TRANSLATION WITH PPT,"Understand the plot and narrative situation: a father’s dilemma over his daughter’s marriage prospects.

Identify key characters—Mr. Gregory, Anne Gregory, and her suitors—and their motivations.

Analyze the themes of love versus wealth, appearance versus reality, and parental influence.

Examine the use of irony and satire in depicting social values and materialism.",,,,कृतिका - साना साना हाथ जोड़ि।,पाठ का वाचन कर भावार्थ समझाना और प्रश्नोत्तर करवाना।,विद्यार्थी पाठ का वाचन कर भावार्थ और प्रश्नोत्तर कर सकेंगे।,Ch - Heredity ,Explanation,The student will develop connection about the importance of topics to the real world.,- Life Lines of National Economy,DISUSSION AND DEBATE,Analyse and infer how the economic activities in different sectors contribute to the overall growth and development of the Indian economy.,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½,",dkn”k% ikB%& fofp=lk{kh ¼vUrss fnols dFkkys[kue~½",NLP: Chatbots,"Activity: Introduction to Chatbots, Practical in Lab",Explore applications of NLP in everyday life.,
,4,THE BOOK THAT SAVED THE EARTH,EXPLANATION AND TRANSLATION WITH PPT,"Understand the plot and setting: Earth’s encounter with the Groogs and the role of the book in averting destruction.

Identify main characters (the Groogs, the human narrator, other key figures) and their perspectives.

Analyze themes of knowledge versus ignorance, the power of literature, and cultural misunderstanding.",,,,कृतिका - साना साना हाथ जोड़ि।,पाठ का वाचन कर भावार्थ समझाना और प्रश्नोत्तर करवाना।,विद्यार्थी पाठ का वाचन कर भावार्थ और प्रश्नोत्तर कर सकेंगे।,carbon and its compounds,explanation and discussion,Students will be able to know about chemical properties of carbon compounds,Globalisation and the Indian Economy,DEBATE,"Enumerate the concept of globalisation and its definition, evolution, and impact on the global economy.",iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½,NLP: Language Differences,"Session: Human Language vs Computer Language, Practical in Lab",Understand challenges in machine understanding of language.,
,5,INTEGRATED GRAMMAR,EXPLANATION AND TRANSLATION WITH PPT,,,,,कृतिका - मैं क्यों लिखता हूँ?,पाठ का वाचन कर भावार्थ समझाना और प्रश्नोत्तर करवाना।,विद्यार्थी पाठ का वाचन कर भावार्थ और प्रश्नोत्तर कर सकेंगे।,carbon and its compounds,explanation and discussion,Students will be able to know about physical properties of carbon compounds ,REVISION,,,,“yksdkUo;%] iz”ufuekZ.ka ¼vUrss fnols okD;iz;ksxikBue~½,“yksdkUo;%] iz”ufuekZ.ka ¼vUrss fnols okD;iz;ksxikBue~½,NLP: Concepts,"Session: Text Normalization; Bag-of-Words Model, Practical in Lab",Learn about text processing techniques used in NLP.,
"OCTOBER 2025 
(19 DAYS)",1,INTEGRATED GRAMMAR,EXPLANATION AND TRANSLATION WITH PPT,,,,,पुनरावृत्ति ,पुनरावृत्ति ,पुनरावृत्ति , TERM 1Exams,,,TERM-1 EXAM,,,"vkn'kZiz'ui=a&ijh{k.ka p a¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,NLP: Hands-on,"Hands-on: Data Processing; Bag of Words; Optional: TFIDF, NLTK, Practical in Lab",Apply text processing techniques using Python.,
,2,REVISION,EXPLANATION AND TRANSLATION WITH PPT,,,,,अर्द्ध वार्षिक परीक्षा ,अर्द्ध वार्षिक परीक्षा ,अर्द्ध वार्षिक परीक्षा , TERM 1Exams,,,TERM-1 EXAM,,,"vkn'kZiz'ui=a&ijh{k.ka p a¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Evaluation: Introduction,"Session: Introduction to Evaluation, Practical in Lab",Understand the role of evaluation in AI systems.,
,3,,,,,,,अर्द्ध वार्षिक परीक्षा ,अर्द्ध वार्षिक परीक्षा ,अर्द्ध वार्षिक परीक्षा , TERM 1Exams,,,TERM-1 EXAM,,,"v}Zokf""kZdhijh{kk",,,Evaluation: Terminology,"Session: Model Evaluation Terminologies, Practical in Lab",Learn various model evaluation terminologies.,
,4,,,,,,,गद्य खण्ड - संस्कृति ,"शब्दार्थ, भावार्थ और प्रश्नोत्तर करवाना।","विद्यार्थी शब्दार्थ , भावार्थ और प्रश्नोत्तर बता सकेंगे।",,,,TERM-1 EXAM,,,,,,Evaluation: Confusion Matrix,"Session: Confusion Matrix; Activity: Create a Confusion Matrix, Practical in Lab",Learn to make a confusion matrix.,
,5,,,,,,,व्याकरण - स्ववृत्त लेखन और ई मेल लेखन ,स्ववृत्त लेखन और ई मेल लेखन का अभ्यास करवाना।,विद्यार्थी स्ववृत्त लेखन और ई मेल लेखन का लेखन कर सकेंगे।,Ch - Our Environment ,Explanation ,The student will develop connection about the importance of topics to the real world.,,,,,,,Evaluation: Methods,"Session: Evaluation Techniques, Practical in Lab",Understand different evaluation methods for AI models.,
"NOVEMBER 2025 
(24 DAYS)",1,,,,,,,व्याकरण - अपठित गद्यांश और पद्यांश,अपठित गद्यांश और पद्यांश का अभ्यास करवाना।,अपठित गद्यांश और पद्यांश का अभ्यास कर सकेंगे।,carbon and its compounds,,,,,,"ikfBr&ikBkuka ijh{k.ke~ a¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,AI Integration,Project Work / Review,Integrate knowledge from all modules.,
,2,,,,,,,,,,carbon and its compounds,,,,,,"vkn'kZiz'ui=&ijh{k.ka pa¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,AI Integration,Final Practical / Revision Week,Prepare for assessments and finalize projects.,
,3,,,,,,,,,,PRE BOARD 1 EXAM,,,PRE BOARD 1 EXAM,,,"opufyaxn`’V~;k la”kks/kue~ ¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.1,Test oral and practical,Students will be Evaluated,Students will be Evaluated
,4,,,,,,,,,,PRE BOARD 1 EXAM,,,PRE BOARD 1 EXAM,,,x|kaa'kk%¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%,d{kkijh{k.ka p,,Revision Ch.2,Test oral and practical,Students will be Evaluated,
,5,,,,,,,,,,PRE BOARD 1 EXAM,,,PRE BOARD 1 EXAM,,,iqujkof`Rr% ijh{k.ka p ¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%,ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision Ch.3,Test oral and practical,Students will be Evaluated,
"DECEMBER 2025
(21 DAYS)",1,,,,,,,,,,REVISION,,,REVISION,,,"vU;fnolss""kq ijh{kk;k% lTtkdj.ke~ ¼vUrss fnols laLd`rs x|ys[kukH;kl%½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.4,Test oral and practical,Students will be Evaluated,
,2,,,,,,,,,,PRE BOARD 2 EXAM,,,PRE BOARD 2 EXAM,,,"iqujkof`Rr% ijh{k.ka p¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,Revision Ch.5,Test oral and practical,Students will be Evaluated,
,3,,,,,,,,,,PRE BOARD 2 EXAM,,,PRE BOARD 2 EXAM,,,"ikfBr&ikBkuka ijh{k.ke~ ¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.6,Test oral and practical,Students will be Evaluated,
,4,,,,,,,,,,PRE BOARD 2 EXAM,,,PRE BOARD 2 EXAM,,,"vU;fnolss""kq ijh{kk;k% lTtkdj.ke~¼vUrss fnols laLd`rs fo""k;xr&Hkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision Ch.7,Test oral and practical,Students will be Evaluated,
,5,,,,,,,,,,WINTER BREAK,,,WINTER BREAK,,,"iqujkof`Rr% ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",d{kkijh{k.ka p,,Revision Ch.8,Test oral and practical,Students will be Evaluated,
"JANUARY 2026
 (14 DAYS)",1,,,,,,,,,,WINTER BREAK,,,WINTER BREAK,,,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.9,Test oral and practical,Students will be Evaluated,
,2,,,,,,,,,,WINTER BREAK,,,WINTER BREAK,,,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.10,Test oral and practical,Students will be Evaluated,
,3,,,,,,,,,,REVISION FOR ANNUAL EXAM,,,REVISION FOR ANNUAL EXAM,,,"vkn'kZiz'ui=&ijh{k.ka p ¼vUrss fnols lqqqHkkf""krd.BLFkhdj.ke~½ xhrksins'k%",d{kkijh{k.ka p,,Revision Ch.1,Test oral and practical,Students will be Evaluated,
,4,,,,,,,,,,REVISION FOR ANNUAL EXAM,,,REVISION FOR ANNUAL EXAM,,,"iqujkof`Rr% izh- oksZMZ-&izFkeijh{kk;k% lTtk ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision Ch.2,Test oral and practical,Students will be Evaluated,
,5,,,,,,,,,,REVISION FOR ANNUAL EXAM,,,REVISION FOR ANNUAL EXAM,,,"iqujkof`Rr% izh- oksZMZ-&izFkeijh{kk;k% lTtk ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",d{kkijh{k.ka p,,Revision Ch.3,Test oral and practical,Students will be Evaluated,
"FEBRUARY 2026
 (24 DAYS)",1,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"la[;k% ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ekSf[kd ijh{k.ke~,,Revision Ch.4,Test oral and practical,Students will be Evaluated,
,2,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"d{kk&ijh{k.ka p ¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.5,Test oral and practical,Students will be Evaluated,
,3,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,vH;kliz'u&i=e~ ¼vUrss fnols laLd`rs ikfBrkuka foUnwuka ijh{k.ke~½xhrksins'k%,ikfBr&ikBkuka ijh{k.ke~,,Revision Ch.6,Test oral and practical,Students will be Evaluated,
,4,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,ikfBr&ikBkuka ijh{k.ke~ ¼vUrss fnols laLd`rs ikfBrkuka foUnwuka ijh{k.ke~½xhrksins'k%,d{kkijh{k.ka p,,Revision Ch.7,Test oral and practical,Students will be Evaluated,
"MARCH 2026
 (23 DAYS)",1,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"okf""kZdh ijh{kk",,,Revision Ch.8,Test oral and practical,Students will be Evaluated,
,2,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"okf""kZdh ijh{kk",,,Revision Ch.9,Test oral and practical,Students will be Evaluated,
,3,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"okf""kZdh ijh{kk",,,Revision Ch.10,Test oral and practical,Students will be Evaluated,
,4,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,"okf""kZdh ijh{kk",,,Revision ,Test oral and practical,Students will be Evaluated,
,5,,,,,,,,,,ANNUAL EXAM,,,ANNUAL EXAM,,,,,,Revision,Test oral and practical,Students will be Evaluated,
